ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
53018	¾Æ±âÀü°©¹é»çÀÚ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34020	0	0	0	0	0	0	0	0
53019	¾Æ±âÀü°©¹éÈ£¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34019	0	0	0	0	0	0	0	0
53020	¾Æ±âÀü°©¹é¿ø¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34017	0	0	0	0	0	0	0	0
53021	¾Æ±âÀü°©¹é¶û¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34018	0	0	0	0	0	0	0	0
53022	¾Æ±â¸ÍÁ¶¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34021	0	0	0	0	0	0	0	0
53023	ºÎÈ°ÀýÅä³¢¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34022	0	0	0	0	0	0	0	0
53024	¾Æ±âÀü°©Èæ¹ü¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_SKILL_DEFEND_BONUS	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34023	0	0	0	0	0	0	0	0
53025	¾Æ±âÀü°©Ç¥¹ü¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MALL_DEFBONUS	10	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34024	0	0	0	0	0	0	0	0
53026	Pepsi_ºÒ»çÁ¶¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	432000	LIMIT_NONE	0	APPLY_MALL_EXPBONUS	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34001	0	0	0	0	0	0	0	0
53101	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	15	APPLY_ATTBONUS_STONE	10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9402	0	0	0	0	0	0	0	0
53102	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	10	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9403	0	0	0	0	0	0	0	0
53103	GayaPet	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATTBONUS_STONE	15	APPLY_ATTBONUS_BOSS	15	APPLY_MAX_HP	25000	APPLY_ATTBONUS_HUMAN	25	9404	0	0	0	0	0	0	0	0
53104	GayaPet	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATTBONUS_STONE	15	APPLY_ATTBONUS_BOSS	15	APPLY_MAX_HP	25000	APPLY_ATTBONUS_HUMAN	25	9405	0	0	0	0	0	0	0	0
53105	GayaPet	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATTBONUS_STONE	15	APPLY_ATTBONUS_BOSS	15	APPLY_MAX_HP	25000	APPLY_ATTBONUS_HUMAN	25	9406	0	0	0	0	0	0	0	0
53108	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	25	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9409	0	0	0	0	0	0	0	0
53112	Mount	ITEM_MOUNT	MOUNT_SEAL	1	NONE	QUEST_USE_MULTIPLE|LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MOUNT	9414	APPLY_ATTBONUS_MONSTER	10	APPLY_ATTBONUS_STONE	5	APPLY_ATTBONUS_BOSS	5	APPLY_NONE	0	43200	0	0	0	9414	0	0	0	0
53113	?????????	ITEM_MOUNT	MOUNT_SEAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOUNT	9413	APPLY_ATTBONUS_MONSTER	200	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9413	0	0	0	0	0	0	0	0
53114	?????????	ITEM_MOUNT	MOUNT_SEAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOUNT	9415	APPLY_ATTBONUS_MONSTER	50	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	APPLY_NONE	0	9415	0	0	0	0	0	0	0	0
53115	?????????	ITEM_MOUNT	MOUNT_SEAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOUNT	9416	APPLY_ATTBONUS_MONSTER	50	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	APPLY_NONE	0	9416	0	0	0	0	0	0	0	0
53116	?????????	ITEM_MOUNT	MOUNT_SEAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOUNT	9417	APPLY_ATTBONUS_MONSTER	200	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9417	0	0	0	0	0	0	0	0
53117	?????????	ITEM_MOUNT	MOUNT_SEAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOUNT	9418	APPLY_ATTBONUS_MONSTER	200	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9418	0	0	0	0	0	0	0	0
53121	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_STONE	10	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9402	0	0	0	0	0	0	0	0
53122	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_BOSS	10	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9403	0	0	0	0	0	0	0	0
53123	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_STONE	10	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9405	0	0	0	0	0	0	0	0
53124	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	15	APPLY_ATTBONUS_STONE	10	APPLY_ATTBONUS_BOSS	10	APPLY_MAX_HP	25000	APPLY_ATTBONUS_HUMAN	25	9407	0	0	0	0	0	0	0	0
53125	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATTBONUS_STONE	15	APPLY_ATTBONUS_BOSS	15	APPLY_MAX_HP	25000	APPLY_ATTBONUS_HUMAN	25	9408	0	0	0	0	0	0	0	0
53126	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	25	APPLY_ATTBONUS_STONE	15	APPLY_ATTBONUS_BOSS	15	APPLY_MAX_HP	25000	APPLY_ATTBONUS_HUMAN	25	9411	0	0	0	0	0	0	0	0
53127	?????????	ITEM_PET	PET_PAY	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_STONE	10	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9412	0	0	0	0	0	0	0	0
53218	¾Æ±âÀü°©Èæ¹ü¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_SKILL_DEFEND_BONUS	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34023	0	0	0	0	0	0	0	0
53219	¾Æ±âÀü°©Èæ¹ü¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_SKILL_DEFEND_BONUS	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34023	0	0	0	0	0	0	0	0
53220	¾Æ±âÀü°©Ç¥¹ü¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MALL_DEFBONUS	10	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34024	0	0	0	0	0	0	0	0
53221	¾Æ±âÀü°©Ç¥¹ü¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MALL_DEFBONUS	10	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	34024	0	0	0	0	0	0	0	0
53222	ÇÒ·ÎÀ©¾Æ±âÈ£¹Úµ¢Äð¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34026	0	0	0	0	0	0	0	0
53223	ÇÒ·ÎÀ©¸¶¹ýºøÀÚ·ç¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34027	0	0	0	0	0	0	0	0
53224	¾Æ±â´«»ç¶÷¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34028	0	0	0	0	0	0	0	0
53225	¾Æ±â´«»ç¶÷¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_CRITICAL_PCT	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34029	0	0	0	0	0	0	0	0
53226	Å¥ÇÇÆ®¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34030	0	0	0	0	0	0	0	0
53227	ÇÏÆ®¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34031	0	0	0	0	0	0	0	0
53228	Çª¸¥ÃÊ½Â´Þ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34033	0	0	0	0	0	0	0	0
53229	ºÓÀºÃÊ½Â´Þ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_CRITICAL_PCT	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34032	0	0	0	0	0	0	0	0
53230	¹é¾ç¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34034	0	0	0	0	0	0	0	0
53231	Ã»¾ç¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34035	0	0	0	0	0	0	0	0
53232	¾Æ±â ÁøÃµÀÇÀå±º	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34039	0	0	0	0	0	0	0	0
53233	¹ÚÁã¼ÒÈ¯ÆÐ1	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34055	0	1	0	0	0	0	0	0
53234	¹ÚÁã¼ÒÈ¯ÆÐ2	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34056	0	1	0	0	0	0	0	0
53235	¹ÚÁã¼ÒÈ¯ÆÐ(¹«¼Ó¼º)	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34057	0	1	0	0	0	0	0	0
53236	°õÀÎÇüM ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34058	0	0	0	0	0	0	0	0
53237	°õÀÎÇüF ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34059	0	0	0	0	0	0	0	0
53238	°õÀÎÇüM ¼ÒÈ¯ÆÐ(¹«¼Ó¼º)	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34060	0	0	0	0	0	0	0	0
53239	°õÀÎÇüF ¼ÒÈ¯ÆÐ(¹«¼Ó¼º)	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34061	0	0	0	0	0	0	0	0
53240	ºû³ª´Â ÆÄ¶õÃÊ½Â´Þ ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34063	0	0	0	0	0	0	0	0
53241	ºû³ª´Â ºÓÀºÃÊ½Â´Þ ¼ÒÈ¯ÆÐ	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	15	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34062	0	0	0	0	0	0	0	0
53242	¾Æ±â¹«»ç	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MAX_HP	1500	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34122	0	1	0	0	0	0	0	0
53243	¾Æ±â¹«»ç(¹«¼Ó¼º)	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_MALL_EXPBONUS	20	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34123	0	0	0	0	0	0	0	0
53244	°­½Ã¼ÒÈ¯ÆÐ1	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34067	0	0	0	0	0	0	0	0
53245	°­½Ã¼ÒÈ¯ÆÐ2	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_MELEE_MAGIC_ATTBONUS_PER	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34068	0	0	0	0	0	0	0	0
53246	°­½Ã¼ÒÈ¯ÆÐ(¹«¼Ó¼º)	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34069	0	0	0	0	0	0	0	0
53247	°íºí¸°¼ÒÈ¯ÆÐ1	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_STUN_PCT	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34070	0	0	0	0	0	0	0	0
53248	°íºí¸°¼ÒÈ¯ÆÐ2	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_STUN_PCT	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34071	0	0	0	0	0	0	0	0
53249	°íºí¸°¼ÒÈ¯ÆÐ(¹«¼Ó¼º)	ITEM_PET	PET_PAY	1	ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_STACK|ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34072	0	0	0	0	0	0	0	0
